ID,Por favor seleccione el Área que le prestó el servicio solicitado,¿Cuál su nivel de satisfacción con la atención prestada en la entidad?,¿Qué probabilidades hay de que nos recomiendes a un amigo o compañero?,"En que nivel (o muy bajo, 5 muy alto) calificaría la atención de la persona que lo(a) atendió?",Claridad en la información,Oportunidad en la atención,Rapidez en el servicio,¿Hemos cumplido sus expectativas? Nuestro servicio le ha parecido
746,Participación Ciudadana,10,10,5,Muy Satisfecho,Muy Satisfecho,Muy Satisfecho,Mejor de lo que esperaba
747,Participación Ciudadana,10,10,5,Muy Satisfecho,Muy Satisfecho,Muy Satisfecho,Mejor de lo que esperaba
748,Derechos Humanos,10,10,5,Muy Satisfecho,Satisfecho,Muy Satisfecho,Mejor de lo que esperaba
749,Derechos Humanos,10,10,5,Muy Satisfecho,Muy Satisfecho,Muy Satisfecho,Mejor de lo que esperaba
750,Derechos Humanos,10,10,5,Muy Satisfecho,Satisfecho,Satisfecho,Mejor de lo que esperaba
751,Derechos Humanos,10,10,5,Muy Satisfecho,Muy Satisfecho,Muy Satisfecho,Tal y como lo esperaba
752,Derechos Humanos,10,10,5,Muy Satisfecho,Muy Satisfecho,Muy Satisfecho,Mejor de lo que esperaba
753,Derechos Humanos,10,10,5,Muy Satisfecho,Muy Satisfecho,Muy Satisfecho,Mejor de lo que esperaba
754,Derechos Humanos,10,10,5,Muy Satisfecho,Satisfecho,Satisfecho,Mejor de lo que esperaba
755,Derechos Humanos,10,10,5,Muy Satisfecho,Muy Satisfecho,Muy Satisfecho,Mejor de lo que esperaba
756,Derechos Humanos,10,10,5,Muy Satisfecho,Muy Satisfecho,Muy Satisfecho,Mejor de lo que esperaba
757,Derechos Humanos,10,10,5,Muy Satisfecho,Muy Satisfecho,Muy Satisfecho,Mejor de lo que esperaba
758,Derechos Humanos,10,10,5,Muy Satisfecho,Satisfecho,Satisfecho,Mejor de lo que esperaba
759,Derechos Humanos,10,10,5,Muy Satisfecho,Satisfecho,Satisfecho,Mejor de lo que esperaba
760,Derechos Humanos,10,10,5,Muy Satisfecho,Muy Satisfecho,Muy Satisfecho,Mejor de lo que esperaba
761,Derechos Humanos,10,10,5,Muy Satisfecho,Satisfecho,Muy Satisfecho,Mejor de lo que esperaba
762,Derechos Humanos,10,10,5,Satisfecho,Satisfecho,Muy Satisfecho,Tal y como lo esperaba
763,Derechos Humanos,10,10,5,Muy Satisfecho,Muy Satisfecho,Muy Satisfecho,Tal y como lo esperaba
764,Derechos Humanos,10,10,5,Satisfecho,Satisfecho,Muy Satisfecho,Mejor de lo que esperaba
765,Despacho del Personero,10,10,5,Muy Satisfecho,Muy Satisfecho,Muy Satisfecho,Mejor de lo que esperaba
766,Despacho del Personero,10,10,5,Muy Satisfecho,Muy Satisfecho,Muy Satisfecho,Mejor de lo que esperaba
767,Derechos Humanos,10,10,5,Muy Satisfecho,Muy Satisfecho,Muy Satisfecho,Tal y como lo esperaba
768,Derechos Humanos,10,10,5,Muy Satisfecho,Muy Satisfecho,Muy Satisfecho,Tal y como lo esperaba
769,Despacho del Personero,10,10,5,Muy Satisfecho,Muy Satisfecho,Muy Satisfecho,Mejor de lo que esperaba
770,Derechos Humanos,10,10,5,Muy Satisfecho,Muy Satisfecho,Muy Satisfecho,Mejor de lo que esperaba
771,Participación Ciudadana,10,10,5,Muy Satisfecho,Muy Satisfecho,Muy Satisfecho,Mejor de lo que esperaba
772,Derechos Humanos,10,10,5,Muy Satisfecho,Muy Satisfecho,Muy Satisfecho,Mejor de lo que esperaba
773,Derechos Humanos,10,10,5,Muy Satisfecho,Muy Satisfecho,Muy Satisfecho,Mejor de lo que esperaba
774,Derechos Humanos,10,10,5,Muy Satisfecho,Muy Satisfecho,Muy Satisfecho,Mejor de lo que esperaba
775,Derechos Humanos,10,10,5,Muy Satisfecho,Muy Satisfecho,Muy Satisfecho,Mejor de lo que esperaba
776,Derechos Humanos,10,10,5,Muy Satisfecho,Satisfecho,Muy Satisfecho,Mejor de lo que esperaba
777,Derechos Humanos,10,10,5,Satisfecho,Muy Satisfecho,Satisfecho,Mejor de lo que esperaba
778,Derechos Humanos,10,10,5,Muy Satisfecho,Muy Satisfecho,Muy Satisfecho,Mejor de lo que esperaba
779,Despacho del Personero,10,10,5,Satisfecho,Muy Satisfecho,Muy Satisfecho,Tal y como lo esperaba
780,Derechos Humanos,10,10,5,Muy Satisfecho,Muy Satisfecho,Muy Satisfecho,Mejor de lo que esperaba
781,Derechos Humanos,10,10,5,Muy Satisfecho,Muy Satisfecho,Muy Satisfecho,Mejor de lo que esperaba
782,Derechos Humanos,10,10,5,Muy Satisfecho,Muy Satisfecho,Muy Satisfecho,Tal y como lo esperaba
783,Derechos Humanos,10,10,5,Muy Satisfecho,Muy Satisfecho,Muy Satisfecho,Mejor de lo que esperaba
784,Derechos Humanos,10,10,5,Muy Satisfecho,Satisfecho,Satisfecho,Mejor de lo que esperaba
785,Derechos Humanos,10,10,5,Muy Satisfecho,Muy Satisfecho,Muy Satisfecho,Mejor de lo que esperaba
786,Derechos Humanos,10,10,5,Muy Satisfecho,Muy Satisfecho,Muy Satisfecho,Mejor de lo que esperaba
787,Contratación Estatal  Medio Ambiente e Ingeniería  (CEMAI),10,9,5,Satisfecho,Muy Satisfecho,Muy Satisfecho,Tal y como lo esperaba
788,Despacho del Personero,10,10,5,Muy Satisfecho,Muy Satisfecho,Muy Satisfecho,Mejor de lo que esperaba
789,Penal,10,10,5,Muy Satisfecho,Muy Satisfecho,Muy Satisfecho,Mejor de lo que esperaba
790,Penal,10,10,5,Muy Satisfecho,Muy Satisfecho,Muy Satisfecho,Mejor de lo que esperaba
791,Penal,10,10,5,Muy Satisfecho,Muy Satisfecho,Muy Satisfecho,Mejor de lo que esperaba
792,Penal,10,10,5,Muy Satisfecho,Muy Satisfecho,Muy Satisfecho,Mejor de lo que esperaba
793,Penal,9,10,5,Muy Satisfecho,Muy Satisfecho,Muy Satisfecho,Mejor de lo que esperaba
794,Penal,8,9,5,Satisfecho,Satisfecho,Satisfecho,Tal y como lo esperaba
795,Penal,10,10,5,Muy Satisfecho,Muy Satisfecho,Muy Satisfecho,Mejor de lo que esperaba
796,Penal,9,9,5,Muy Satisfecho,Muy Satisfecho,Muy Satisfecho,Mejor de lo que esperaba
797,Penal,10,10,5,Muy Satisfecho,Muy Satisfecho,Muy Satisfecho,Mejor de lo que esperaba
798,Penal,10,10,5,Muy Satisfecho,Muy Satisfecho,Muy Satisfecho,Mejor de lo que esperaba
799,Penal,10,10,5,Muy Satisfecho,Muy Satisfecho,Muy Satisfecho,Mejor de lo que esperaba
800,Penal,9,9,5,Satisfecho,Satisfecho,Satisfecho,Tal y como lo esperaba
801,Penal,10,8,5,Muy Satisfecho,Muy Satisfecho,Satisfecho,Mejor de lo que esperaba
802,Derechos Humanos,10,10,5,Muy Satisfecho,Muy Satisfecho,Muy Satisfecho,Mejor de lo que esperaba
803,Derechos Humanos,10,10,5,Muy Satisfecho,Muy Satisfecho,Muy Satisfecho,Mejor de lo que esperaba
804,Derechos Humanos,10,10,5,Muy Satisfecho,Muy Satisfecho,Muy Satisfecho,Mejor de lo que esperaba
805,Derechos Humanos,10,10,5,Muy Satisfecho,Muy Satisfecho,Muy Satisfecho,Mejor de lo que esperaba
806,Derechos Humanos,10,10,5,Muy Satisfecho,Muy Satisfecho,Muy Satisfecho,Mejor de lo que esperaba
807,Derechos Humanos,10,10,5,Muy Satisfecho,Muy Satisfecho,Muy Satisfecho,Tal y como lo esperaba
808,Derechos Humanos,10,10,5,Muy Satisfecho,Muy Satisfecho,Muy Satisfecho,Mejor de lo que esperaba
809,Derechos Humanos,10,10,5,Muy Satisfecho,Satisfecho,Muy Satisfecho,Tal y como lo esperaba
810,Derechos Humanos,10,10,5,Muy Satisfecho,Muy Satisfecho,Muy Satisfecho,Mejor de lo que esperaba
811,Derechos Humanos,10,10,5,Muy Satisfecho,Muy Satisfecho,Muy Satisfecho,Mejor de lo que esperaba
812,Derechos Humanos,10,10,5,Muy Satisfecho,Muy Satisfecho,Muy Satisfecho,Mejor de lo que esperaba
813,Derechos Humanos,10,10,5,Muy Satisfecho,Muy Satisfecho,Muy Satisfecho,Mejor de lo que esperaba
814,Derechos Humanos,10,10,5,Muy Satisfecho,Muy Satisfecho,Muy Satisfecho,Mejor de lo que esperaba
815,Derechos Humanos,10,10,5,Muy Satisfecho,Muy Satisfecho,Muy Satisfecho,Mejor de lo que esperaba
816,Derechos Humanos,10,10,5,Muy Satisfecho,Muy Satisfecho,Muy Satisfecho,Mejor de lo que esperaba
817,Derechos Humanos,10,10,5,Muy Satisfecho,Muy Satisfecho,Muy Satisfecho,Mejor de lo que esperaba
818,Derechos Humanos,10,10,5,Muy Satisfecho,Muy Satisfecho,Muy Satisfecho,Mejor de lo que esperaba
819,Derechos Humanos,10,10,5,Muy Satisfecho,Muy Satisfecho,Muy Satisfecho,Mejor de lo que esperaba
820,Derechos Humanos,10,10,5,Muy Satisfecho,Muy Satisfecho,Muy Satisfecho,Mejor de lo que esperaba
821,Derechos Humanos,10,10,5,Muy Satisfecho,Muy Satisfecho,Muy Satisfecho,Mejor de lo que esperaba
822,Derechos Humanos,10,10,5,Muy Satisfecho,Muy Satisfecho,Muy Satisfecho,Mejor de lo que esperaba
823,Derechos Humanos,10,10,5,Muy Satisfecho,Muy Satisfecho,Muy Satisfecho,Mejor de lo que esperaba
824,Derechos Humanos,3,5,3,Nada Satisfecho,Nada Satisfecho,Satisfecho,No tenía expectativas
905,Penal,10,10,5,Muy Satisfecho,Muy Satisfecho,Muy Satisfecho,Mejor de lo que esperaba
825,Despacho del Personero,10,10,5,Muy Satisfecho,Muy Satisfecho,Muy Satisfecho,Mejor de lo que esperaba
826,Derechos Humanos,10,10,5,Muy Satisfecho,Muy Satisfecho,Muy Satisfecho,Mejor de lo que esperaba
827,Derechos Humanos,10,10,5,Muy Satisfecho,Muy Satisfecho,Muy Satisfecho,Mejor de lo que esperaba
828,Derechos Humanos,10,10,5,Muy Satisfecho,Muy Satisfecho,Muy Satisfecho,Mejor de lo que esperaba
829,Derechos Humanos,10,10,5,Muy Satisfecho,Muy Satisfecho,Muy Satisfecho,Mejor de lo que esperaba
830,Participación Ciudadana,10,10,5,Muy Satisfecho,Muy Satisfecho,Muy Satisfecho,Tal y como lo esperaba
831,Participación Ciudadana,10,10,5,Muy Satisfecho,Muy Satisfecho,Muy Satisfecho,Mejor de lo que esperaba
832,Participación Ciudadana,10,10,5,Muy Satisfecho,Muy Satisfecho,Muy Satisfecho,Mejor de lo que esperaba
833,Penal,10,10,5,Muy Satisfecho,Muy Satisfecho,Muy Satisfecho,Tal y como lo esperaba
834,Penal,10,10,5,Muy Satisfecho,Muy Satisfecho,Muy Satisfecho,Tal y como lo esperaba
835,Penal,10,10,5,Muy Satisfecho,Muy Satisfecho,Muy Satisfecho,Tal y como lo esperaba
836,Penal,10,10,5,Muy Satisfecho,Muy Satisfecho,Muy Satisfecho,Tal y como lo esperaba
837,Penal,10,10,5,Muy Satisfecho,Muy Satisfecho,Muy Satisfecho,Tal y como lo esperaba
838,Penal,10,10,5,Muy Satisfecho,Muy Satisfecho,Muy Satisfecho,Tal y como lo esperaba
839,Penal,10,10,5,Muy Satisfecho,Muy Satisfecho,Muy Satisfecho,Tal y como lo esperaba
880,Derechos Humanos,10,10,5,Muy Satisfecho,Muy Satisfecho,Muy Satisfecho,Mejor de lo que esperaba
840,Penal,10,10,5,Muy Satisfecho,Muy Satisfecho,Muy Satisfecho,Tal y como lo esperaba
841,Penal,10,10,5,Muy Satisfecho,Muy Satisfecho,Muy Satisfecho,Tal y como lo esperaba
842,Penal,10,10,5,Muy Satisfecho,Muy Satisfecho,Muy Satisfecho,Mejor de lo que esperaba
843,Contratación Estatal  Medio Ambiente e Ingeniería  (CEMAI),9,10,5,Satisfecho,Satisfecho,Muy Satisfecho,Tal y como lo esperaba
844,Penal,10,10,5,Muy Satisfecho,Muy Satisfecho,Muy Satisfecho,Mejor de lo que esperaba
845,Penal,10,10,5,Muy Satisfecho,Muy Satisfecho,Muy Satisfecho,Mejor de lo que esperaba
846,Penal,9,9,5,Muy Satisfecho,Satisfecho,Muy Satisfecho,Tal y como lo esperaba
847,Penal,10,10,5,Muy Satisfecho,Muy Satisfecho,Muy Satisfecho,Mejor de lo que esperaba
848,Penal,10,10,5,Muy Satisfecho,Muy Satisfecho,Muy Satisfecho,Mejor de lo que esperaba
849,Penal,9,9,5,Satisfecho,Satisfecho,Satisfecho,Tal y como lo esperaba
850,Participación Ciudadana,10,10,5,Muy Satisfecho,Muy Satisfecho,Muy Satisfecho,Tal y como lo esperaba
851,Participación Ciudadana,10,10,5,Muy Satisfecho,Muy Satisfecho,Muy Satisfecho,Mejor de lo que esperaba
852,Participación Ciudadana,10,10,5,Muy Satisfecho,Muy Satisfecho,Muy Satisfecho,Mejor de lo que esperaba
853,Derechos Humanos,10,10,5,Muy Satisfecho,Muy Satisfecho,Muy Satisfecho,Mejor de lo que esperaba
854,Derechos Humanos,10,10,5,Muy Satisfecho,Muy Satisfecho,Muy Satisfecho,Mejor de lo que esperaba
855,Derechos Humanos,10,10,5,Muy Satisfecho,Muy Satisfecho,Muy Satisfecho,Mejor de lo que esperaba
856,Derechos Humanos,10,10,5,Muy Satisfecho,Muy Satisfecho,Muy Satisfecho,Mejor de lo que esperaba
857,Derechos Humanos,10,10,5,Muy Satisfecho,Muy Satisfecho,Muy Satisfecho,Mejor de lo que esperaba
858,Derechos Humanos,10,10,5,Muy Satisfecho,Muy Satisfecho,Muy Satisfecho,Mejor de lo que esperaba
859,Penal,10,10,5,Muy Satisfecho,Muy Satisfecho,Muy Satisfecho,Tal y como lo esperaba
860,Penal,10,10,5,Muy Satisfecho,Muy Satisfecho,Muy Satisfecho,Tal y como lo esperaba
861,Derechos Humanos,10,10,5,Muy Satisfecho,Muy Satisfecho,Muy Satisfecho,Mejor de lo que esperaba
862,Derechos Humanos,10,10,5,Muy Satisfecho,Muy Satisfecho,Muy Satisfecho,Mejor de lo que esperaba
863,Contratación Estatal  Medio Ambiente e Ingeniería  (CEMAI),10,9,5,Satisfecho,Satisfecho,Satisfecho,Tal y como lo esperaba
864,Derechos Humanos,10,10,5,Muy Satisfecho,Muy Satisfecho,Muy Satisfecho,Mejor de lo que esperaba
865,Derechos Humanos,10,10,5,Muy Satisfecho,Muy Satisfecho,Muy Satisfecho,Mejor de lo que esperaba
866,Derechos Humanos,10,10,5,Muy Satisfecho,Muy Satisfecho,Muy Satisfecho,Tal y como lo esperaba
867,Derechos Humanos,10,10,5,Muy Satisfecho,Muy Satisfecho,Muy Satisfecho,Tal y como lo esperaba
868,Derechos Humanos,10,10,5,Muy Satisfecho,Muy Satisfecho,Muy Satisfecho,Mejor de lo que esperaba
869,Vigilancia Administrativa y Disciplinaria (AVAD),10,10,5,Muy Satisfecho,Muy Satisfecho,Muy Satisfecho,Mejor de lo que esperaba
870,Vigilancia Administrativa y Disciplinaria (AVAD),10,10,5,Muy Satisfecho,Muy Satisfecho,Muy Satisfecho,Mejor de lo que esperaba
871,Penal,10,10,5,Muy Satisfecho,Muy Satisfecho,Muy Satisfecho,Mejor de lo que esperaba
872,Penal,9,9,5,Muy Satisfecho,Muy Satisfecho,Muy Satisfecho,Tal y como lo esperaba
873,Penal,9,9,5,Satisfecho,Satisfecho,Satisfecho,Tal y como lo esperaba
874,Penal,10,10,5,Muy Satisfecho,Muy Satisfecho,Muy Satisfecho,Mejor de lo que esperaba
875,Penal,10,10,5,Muy Satisfecho,Muy Satisfecho,Muy Satisfecho,Mejor de lo que esperaba
876,Penal,10,10,5,Muy Satisfecho,Muy Satisfecho,Muy Satisfecho,Mejor de lo que esperaba
877,Penal,10,10,5,Muy Satisfecho,Muy Satisfecho,Muy Satisfecho,Mejor de lo que esperaba
878,Penal,10,10,5,Muy Satisfecho,Muy Satisfecho,Muy Satisfecho,Tal y como lo esperaba
879,Penal,10,10,5,Muy Satisfecho,Muy Satisfecho,Muy Satisfecho,Tal y como lo esperaba
881,Derechos Humanos,10,10,5,Muy Satisfecho,Muy Satisfecho,Muy Satisfecho,Mejor de lo que esperaba
882,Derechos Humanos,10,10,5,Muy Satisfecho,Muy Satisfecho,Muy Satisfecho,Mejor de lo que esperaba
883,Derechos Humanos,10,10,5,Muy Satisfecho,Muy Satisfecho,Muy Satisfecho,Tal y como lo esperaba
884,Derechos Humanos,10,10,5,Muy Satisfecho,Muy Satisfecho,Muy Satisfecho,Mejor de lo que esperaba
885,Participación Ciudadana,10,10,5,Muy Satisfecho,Muy Satisfecho,Muy Satisfecho,Mejor de lo que esperaba
886,Contratación Estatal  Medio Ambiente e Ingeniería  (CEMAI),10,9,5,Muy Satisfecho,Satisfecho,Satisfecho,Tal y como lo esperaba
887,Participación Ciudadana,10,10,5,Muy Satisfecho,Muy Satisfecho,Muy Satisfecho,No tenía expectativas
888,Participación Ciudadana,10,10,5,Muy Satisfecho,Muy Satisfecho,Muy Satisfecho,Mejor de lo que esperaba
889,Participación Ciudadana,10,10,5,Satisfecho,Muy Satisfecho,Muy Satisfecho,Mejor de lo que esperaba
890,Derechos Humanos,10,10,5,Muy Satisfecho,Muy Satisfecho,Muy Satisfecho,Mejor de lo que esperaba
891,Derechos Humanos,10,10,5,Muy Satisfecho,Muy Satisfecho,Muy Satisfecho,Tal y como lo esperaba
892,Derechos Humanos,10,10,5,Muy Satisfecho,Muy Satisfecho,Muy Satisfecho,Mejor de lo que esperaba
893,Derechos Humanos,10,10,5,Muy Satisfecho,Muy Satisfecho,Muy Satisfecho,Mejor de lo que esperaba
894,Vigilancia Administrativa y Disciplinaria (AVAD),10,10,5,Muy Satisfecho,Muy Satisfecho,Muy Satisfecho,Mejor de lo que esperaba
895,Penal,10,10,5,Muy Satisfecho,Muy Satisfecho,Muy Satisfecho,Tal y como lo esperaba
896,Penal,10,10,5,Muy Satisfecho,Muy Satisfecho,Muy Satisfecho,Tal y como lo esperaba
897,Penal,10,10,5,Muy Satisfecho,Muy Satisfecho,Muy Satisfecho,Tal y como lo esperaba
898,Penal,10,10,5,Muy Satisfecho,Muy Satisfecho,Muy Satisfecho,Tal y como lo esperaba
899,Penal,10,10,5,Muy Satisfecho,Muy Satisfecho,Muy Satisfecho,Mejor de lo que esperaba
900,Penal,10,10,5,Muy Satisfecho,Muy Satisfecho,Muy Satisfecho,Mejor de lo que esperaba
901,Penal,10,10,5,Muy Satisfecho,Muy Satisfecho,Muy Satisfecho,Mejor de lo que esperaba
902,Penal,10,10,5,Muy Satisfecho,Muy Satisfecho,Muy Satisfecho,Tal y como lo esperaba
903,Penal,10,10,5,Muy Satisfecho,Muy Satisfecho,Muy Satisfecho,Tal y como lo esperaba
904,Penal,10,10,5,Muy Satisfecho,Muy Satisfecho,Muy Satisfecho,Tal y como lo esperaba
906,Derechos Humanos,10,10,5,Muy Satisfecho,Muy Satisfecho,Muy Satisfecho,Mejor de lo que esperaba
907,Derechos Humanos,10,10,5,Muy Satisfecho,Muy Satisfecho,Muy Satisfecho,Mejor de lo que esperaba
908,Derechos Humanos,10,10,5,Muy Satisfecho,Muy Satisfecho,Muy Satisfecho,Mejor de lo que esperaba
909,Derechos Humanos,10,10,5,Muy Satisfecho,Muy Satisfecho,Muy Satisfecho,Mejor de lo que esperaba
910,Derechos Humanos,10,10,5,Muy Satisfecho,Muy Satisfecho,Muy Satisfecho,Mejor de lo que esperaba
911,Derechos Humanos,10,10,5,Muy Satisfecho,Muy Satisfecho,Muy Satisfecho,Mejor de lo que esperaba
912,Derechos Humanos,10,10,5,Muy Satisfecho,Muy Satisfecho,Muy Satisfecho,Mejor de lo que esperaba
913,Derechos Humanos,10,10,5,Muy Satisfecho,Muy Satisfecho,Muy Satisfecho,Mejor de lo que esperaba
914,Derechos Humanos,10,10,5,Muy Satisfecho,Muy Satisfecho,Muy Satisfecho,Mejor de lo que esperaba
915,,10,10,5,Muy Satisfecho,Muy Satisfecho,Muy Satisfecho,Mejor de lo que esperaba
916,Participación Ciudadana,10,10,5,Muy Satisfecho,Muy Satisfecho,Muy Satisfecho,Mejor de lo que esperaba
917,Participación Ciudadana,10,10,5,Muy Satisfecho,Muy Satisfecho,Muy Satisfecho,Mejor de lo que esperaba
918,Contratación Estatal  Medio Ambiente e Ingeniería  (CEMAI),10,10,5,Muy Satisfecho,Muy Satisfecho,Muy Satisfecho,Mejor de lo que esperaba
995,Penal,10,10,5,Muy Satisfecho,Muy Satisfecho,Muy Satisfecho,Mejor de lo que esperaba
919,Participación Ciudadana,10,10,5,Muy Satisfecho,Muy Satisfecho,Muy Satisfecho,Mejor de lo que esperaba
920,Despacho del Personero,10,10,5,Muy Satisfecho,Muy Satisfecho,Muy Satisfecho,Tal y como lo esperaba
921,Contratación Estatal  Medio Ambiente e Ingeniería  (CEMAI),10,10,5,Muy Satisfecho,Muy Satisfecho,Muy Satisfecho,Mejor de lo que esperaba
922,Contratación Estatal  Medio Ambiente e Ingeniería  (CEMAI),8,9,4,Satisfecho,Satisfecho,Satisfecho,Tal y como lo esperaba
923,Contratación Estatal  Medio Ambiente e Ingeniería  (CEMAI),10,9,5,Muy Satisfecho,Satisfecho,Satisfecho,Mejor de lo que esperaba
924,Participación Ciudadana,10,10,5,Muy Satisfecho,Muy Satisfecho,Muy Satisfecho,Mejor de lo que esperaba
925,Participación Ciudadana,10,10,5,Muy Satisfecho,Muy Satisfecho,Muy Satisfecho,Mejor de lo que esperaba
926,Contratación Estatal  Medio Ambiente e Ingeniería  (CEMAI),9,10,5,Satisfecho,Satisfecho,Satisfecho,Mejor de lo que esperaba
927,Vigilancia Administrativa y Disciplinaria (AVAD),10,10,5,Muy Satisfecho,Muy Satisfecho,Muy Satisfecho,Mejor de lo que esperaba
928,Participación Ciudadana,10,10,5,Muy Satisfecho,Muy Satisfecho,Muy Satisfecho,Mejor de lo que esperaba
929,Participación Ciudadana,10,10,5,Muy Satisfecho,Muy Satisfecho,Muy Satisfecho,Mejor de lo que esperaba
930,Participación Ciudadana,0,0,1,Nada Satisfecho,Nada Satisfecho,Nada Satisfecho,Peor de lo que esperaba
931,Derechos Humanos,10,10,5,Muy Satisfecho,Muy Satisfecho,Muy Satisfecho,Mejor de lo que esperaba
932,Derechos Humanos,10,10,5,Muy Satisfecho,Muy Satisfecho,Muy Satisfecho,Mejor de lo que esperaba
933,Derechos Humanos,10,10,5,Muy Satisfecho,Muy Satisfecho,Muy Satisfecho,Tal y como lo esperaba
934,Derechos Humanos,10,10,5,Muy Satisfecho,Muy Satisfecho,Muy Satisfecho,Mejor de lo que esperaba
935,Derechos Humanos,10,10,5,Muy Satisfecho,Muy Satisfecho,Muy Satisfecho,Tal y como lo esperaba
936,Derechos Humanos,10,10,5,Muy Satisfecho,Muy Satisfecho,Muy Satisfecho,Mejor de lo que esperaba
937,Derechos Humanos,10,10,5,Muy Satisfecho,Muy Satisfecho,Muy Satisfecho,Mejor de lo que esperaba
938,Derechos Humanos,10,10,5,Nada Satisfecho,Muy Satisfecho,Muy Satisfecho,Mejor de lo que esperaba
939,Derechos Humanos,10,10,5,Muy Satisfecho,Muy Satisfecho,Muy Satisfecho,Mejor de lo que esperaba
940,Penal,10,10,5,Muy Satisfecho,Muy Satisfecho,Muy Satisfecho,Mejor de lo que esperaba
941,Penal,10,10,5,Muy Satisfecho,Muy Satisfecho,Muy Satisfecho,Tal y como lo esperaba
942,Penal,10,10,5,Muy Satisfecho,Muy Satisfecho,Muy Satisfecho,Tal y como lo esperaba
943,Penal,10,10,5,Muy Satisfecho,Muy Satisfecho,Muy Satisfecho,Tal y como lo esperaba
944,Penal,10,10,5,Muy Satisfecho,Muy Satisfecho,Muy Satisfecho,Tal y como lo esperaba
945,Contratación Estatal  Medio Ambiente e Ingeniería  (CEMAI),10,10,5,Muy Satisfecho,Muy Satisfecho,Muy Satisfecho,Mejor de lo que esperaba
946,Derechos Humanos,10,10,5,Muy Satisfecho,Muy Satisfecho,Muy Satisfecho,Mejor de lo que esperaba
947,Derechos Humanos,10,10,5,Muy Satisfecho,Muy Satisfecho,Muy Satisfecho,Mejor de lo que esperaba
948,Derechos Humanos,10,10,5,Muy Satisfecho,Muy Satisfecho,Muy Satisfecho,Mejor de lo que esperaba
949,Derechos Humanos,10,10,5,Muy Satisfecho,Muy Satisfecho,Muy Satisfecho,Mejor de lo que esperaba
950,Derechos Humanos,10,10,5,Muy Satisfecho,Muy Satisfecho,Muy Satisfecho,Mejor de lo que esperaba
951,Derechos Humanos,10,10,5,Muy Satisfecho,Muy Satisfecho,Muy Satisfecho,Mejor de lo que esperaba
952,Derechos Humanos,10,10,5,Muy Satisfecho,Muy Satisfecho,Muy Satisfecho,Mejor de lo que esperaba
953,Derechos Humanos,10,10,5,Muy Satisfecho,Muy Satisfecho,Muy Satisfecho,Mejor de lo que esperaba
954,Derechos Humanos,10,10,5,Muy Satisfecho,Muy Satisfecho,Muy Satisfecho,Mejor de lo que esperaba
955,Derechos Humanos,10,10,5,Muy Satisfecho,Muy Satisfecho,Muy Satisfecho,Mejor de lo que esperaba
956,Derechos Humanos,10,10,5,Muy Satisfecho,Muy Satisfecho,Muy Satisfecho,Mejor de lo que esperaba
998,Penal,9,10,5,Muy Satisfecho,Muy Satisfecho,Muy Satisfecho,Mejor de lo que esperaba
957,Despacho del Personero,10,10,5,Muy Satisfecho,Muy Satisfecho,Muy Satisfecho,Mejor de lo que esperaba
958,Contratación Estatal  Medio Ambiente e Ingeniería  (CEMAI),5,8,3,Satisfecho,Satisfecho,Nada Satisfecho,Tal y como lo esperaba
959,Contratación Estatal  Medio Ambiente e Ingeniería  (CEMAI),4,5,4,Satisfecho,Nada Satisfecho,Nada Satisfecho,Tal y como lo esperaba
960,Contratación Estatal  Medio Ambiente e Ingeniería  (CEMAI),8,7,4,Satisfecho,Satisfecho,Satisfecho,Tal y como lo esperaba
961,Derechos Humanos,10,10,5,Satisfecho,Muy Satisfecho,Muy Satisfecho,Mejor de lo que esperaba
962,Derechos Humanos,10,10,5,Muy Satisfecho,Muy Satisfecho,Muy Satisfecho,Mejor de lo que esperaba
963,Derechos Humanos,10,10,5,Muy Satisfecho,Muy Satisfecho,Muy Satisfecho,Mejor de lo que esperaba
964,Derechos Humanos,10,10,5,Muy Satisfecho,Muy Satisfecho,Muy Satisfecho,Mejor de lo que esperaba
965,Derechos Humanos,10,10,5,Muy Satisfecho,Muy Satisfecho,Muy Satisfecho,Mejor de lo que esperaba
966,Derechos Humanos,10,10,5,Muy Satisfecho,Muy Satisfecho,Muy Satisfecho,Mejor de lo que esperaba
967,Derechos Humanos,10,10,5,Muy Satisfecho,Muy Satisfecho,Muy Satisfecho,Mejor de lo que esperaba
